Carpeta	Nom_Imatge
-----------------------------------
d_obligatoria	022_0001.png
d_obligatoria	022_0002.png
d_obligatoria	022_0003.png
d_obligatoria	022_0004.png
d_obligatoria	022_0005.png
d_obligatoria	022_0006.png
d_obligatoria	022_1_0001.png
d_obligatoria	022_1_0002.png
d_obligatoria	022_1_0003.png
d_obligatoria	022_1_0004.png
d_obligatoria	022_1_0005.png
d_obligatoria	022_1_0006.png
d_obligatoria	024_0011.png
d_obligatoria	024_0014.png
d_obligatoria	024_0027.png
d_obligatoria	024_0038.png
d_obligatoria	024_0039.png
d_obligatoria	024_0044.png
d_obligatoria	024_1_0011.png
d_obligatoria	024_1_0014.png
d_obligatoria	024_1_0027.png
d_obligatoria	024_1_0038.png
d_obligatoria	024_1_0039.png
d_obligatoria	024_1_0044.png
limit	002_0002.png
limit	002_1_0002.png
limit	003_0002.png
limit	003_0076.png
limit	003_0088.png
limit	003_0091.png
limit	003_0126.png
limit	003_0127.png
limit	003_0128.png
limit	003_1_0002.png
limit	003_1_0076.png
limit	003_1_0088.png
limit	003_1_0091.png
limit	003_1_0126.png
limit	003_1_0127.png
limit	003_1_0128.png
limit	004_0026.png
limit	004_0035.png
limit	004_0036.png
limit	004_0046.png
limit	004_0047.png
limit	004_0048.png
limit	004_1_0026.png
limit	004_1_0035.png
limit	004_1_0036.png
limit	004_1_0046.png
limit	004_1_0047.png
limit	004_1_0048.png
limit	005_0047.png
limit	005_0048.png
limit	005_0053.png
limit	005_0069.png
limit	005_0070.png
limit	005_0083.png
limit	005_0084.png
limit	005_0087.png
limit	005_0089.png
limit	005_0090.png
limit	005_0093.png
limit	005_1_0047.png
limit	005_1_0048.png
limit	005_1_0053.png
limit	005_1_0069.png
limit	005_1_0070.png
limit	005_1_0083.png
limit	005_1_0084.png
limit	005_1_0087.png
limit	005_1_0089.png
limit	005_1_0090.png
limit	005_1_0093.png
limit	road802.png
limit	road827.png
limit	road828.png
limit	road829.png
no_aparcar	054_0093.png
no_aparcar	054_0094.png
no_aparcar	054_0095.png
no_aparcar	054_0096.png
no_aparcar	054_0101.png
no_aparcar	054_0104.png
no_aparcar	054_0131.png
no_aparcar	054_0132.png
no_aparcar	054_0133.png
no_aparcar	054_0134.png
no_aparcar	054_0139.png
no_aparcar	054_0142.png
no_aparcar	054_1_0093.png
no_aparcar	054_1_0094.png
no_aparcar	054_1_0095.png
no_aparcar	054_1_0096.png
no_aparcar	054_1_0101.png
no_aparcar	054_1_0104.png
no_aparcar	054_1_0131.png
no_aparcar	054_1_0132.png
no_aparcar	054_1_0133.png
no_aparcar	054_1_0134.png
no_aparcar	054_1_0139.png
no_aparcar	054_1_0142.png
no_girar	011_0009.png
no_girar	011_0010.png
no_girar	011_0011.png
no_girar	011_0012.png
no_girar	011_0013.png
no_girar	011_0028.png
no_girar	011_0037.png
no_girar	011_0046.png
no_girar	011_0047.png
no_girar	011_0058.png
no_girar	011_1_0009.png
no_girar	011_1_0010.png
no_girar	011_1_0011.png
no_girar	011_1_0012.png
no_girar	011_1_0013.png
no_girar	011_1_0028.png
no_girar	011_1_0037.png
no_girar	011_1_0046.png
no_girar	011_1_0047.png
no_girar	011_1_0058.png
no_soroll	017_0034.png
no_soroll	017_0035.png
no_soroll	017_1_0034.png
no_soroll	017_1_0035.png
resultats	Captura de pantalla 2025-12-27 115832.png
resultats	Captura de pantalla 2025-12-27 115851.png
stop	road303.png
stop	road354.png
stop	road356.png
vianant	035_0001.png
vianant	035_0002_j.png
vianant	035_0003_j.png
vianant	035_0016.png
vianant	035_0018.png
vianant	035_0019.png
vianant	035_0020.png
vianant	035_0028.png
vianant	035_0029.png
vianant	035_0030.png
vianant	035_0031.png
vianant	035_0032.png
vianant	035_0033.png
vianant	035_0034.png
vianant	035_0037.png
vianant	035_0038.png
vianant	035_0039.png
vianant	035_0040.png
vianant	035_0042.png
vianant	035_0043.png
vianant	035_0044.png
vianant	035_0045.png
vianant	035_0046.png
vianant	035_0047.png
vianant	035_0054.png
vianant	035_0060.png
vianant	035_0061.png
vianant	035_0062.png
vianant	035_0063.png
vianant	035_0064.png
vianant	035_0066.png
vianant	035_0068.png
vianant	035_0069.png
vianant	035_0070.png
vianant	035_0071.png
vianant	035_1_0001.png
vianant	035_1_0002_1_j.png
vianant	035_1_0003_1_j.png
vianant	035_1_0016.png
vianant	035_1_0018.png
vianant	035_1_0019.png
vianant	035_1_0020.png
vianant	035_1_0028.png
vianant	035_1_0029.png
vianant	035_1_0030.png
vianant	035_1_0031.png
vianant	035_1_0032.png
vianant	035_1_0033.png
vianant	035_1_0034.png
vianant	035_1_0037.png
vianant	035_1_0038.png
vianant	035_1_0039.png
vianant	035_1_0040.png
vianant	035_1_0042.png
vianant	035_1_0043.png
vianant	035_1_0044.png
vianant	035_1_0045.png
vianant	035_1_0046.png
vianant	035_1_0047.png
vianant	035_1_0054.png
vianant	035_1_0060.png
vianant	035_1_0061.png
vianant	035_1_0062.png
vianant	035_1_0063.png
vianant	035_1_0064.png
vianant	035_1_0066.png
vianant	035_1_0068.png
vianant	035_1_0069.png
vianant	035_1_0070.png
vianant	035_1_0071.png
zona_bici	030_0001.png
zona_bici	030_0003.png
zona_bici	030_0004.png
zona_bici	030_0061.png
zona_bici	030_1_0001.png
zona_bici	030_1_0003.png
zona_bici	030_1_0004.png
zona_bici	030_1_0061.png
zona_cotxe	028_0001.png
zona_cotxe	028_0002.png
zona_cotxe	028_0005.png
zona_cotxe	028_0015.png
zona_cotxe	028_0018.png
zona_cotxe	028_0019.png
zona_cotxe	028_0106.png
zona_cotxe	028_0107.png
zona_cotxe	028_0108.png
zona_cotxe	028_0109.png
zona_cotxe	028_0110.png
zona_cotxe	028_0111.png
zona_cotxe	028_0201.png
zona_cotxe	028_0202.png
zona_cotxe	028_0203.png
zona_cotxe	028_0211.png
zona_cotxe	028_0213.png
zona_cotxe	028_0214.png
zona_cotxe	028_0215.png
zona_cotxe	028_1_0001.png
zona_cotxe	028_1_0002.png
zona_cotxe	028_1_0005.png
zona_cotxe	028_1_0015.png
zona_cotxe	028_1_0018.png
zona_cotxe	028_1_0019.png
zona_cotxe	028_1_0106.png
zona_cotxe	028_1_0107.png
